,0
82,"지방출신이라 수도권대학 가는거 기대했는데 건물 조그만거 3개짜리 캠퍼스가 끝.. 대학가X, 학교 앞에 외국인들 많아서 밤에는 나가기에 무서울 수 있음.. 취업지원은 딱히 없고 가끔 여러분야에서 재직 중인 학교선배들과 온라인으로 만나는 시간을 가질 수 있다. 그런걸 바탕으로 취업은 알아서 준비하는듯 아웃풋은 빅5로 50프로 정도 취직한다. 2-30프로는 길 성적장학금상위 15프로 줌"
83,"취업만 보고 오면 X. 타간호도 마찬가지로 요즘같은 취업난에 취업률 90프로 이상이라 현혹해서 오게하는건... 기만인듯. 하지만~~ 간호사의 현실을 받아들이고 아픈사람에 둘러싸여도 나는 멘탈을 잡고 있을 수 있고, 이 직업 아니면 안된다!! 하면 추천한다. 커리큘럼, 교수진, 취업률(왜 높은지 다시 한번생각)은 상위클래스이다. 학과 분위기는 대부분 갠플. 선후배관계는 코시국 이후라 아예 없어진듯 학점은 본인의 노력에 달림. 쉽지도 어렵지도않다."
84,"*참고. 이 학교에 들어오기 전 반수를 결심 후 들어왔고 곧 자퇴원을 제출할 예정입니다. // 학교 시설은 예체대, 공대 건물 제외하면 대부분 나쁘지 않은 편이에요. 비전타워는 나름 좋아요. 코로나19 유행 여파로 다른 학교는 A학점 비율을 바로 60~70%로 늘리는 경우가 많았는데 가천대는 늦게까지 뻐팅기다 겨우 공지해 줬네요 ㅎㅎ (행정처리 별로..) 이과생인 경우 장학금은 나름 잘 지원해 주는 걸로 알고 있습니다. 그리고 하와이로 어학 연수를 갈 수 있는 프로그램이 있어요. 이건 잘 활용해 보세요. 복수 전공 잘 되고 전과 쉬운 편이라 들었습니다. 이 학교에 와서 반수 or 학사경고재수를 하는 하는 학생들이 많습니다. 팀플하다 튀는 친구도 봤고 수강신청하고 수업 안 듣는 친구도 봤네요. 그런데 인천대, 경기대에 비해 자퇴비율이 적은 편...ㅎㅎㅎ. 만약 1년 더 투자해서 더 높은 학교 가고 싶다면 이 학교는 등록금 비싸니까 차라리 인천대나 지저국을 잡고 반수 or 재수하는 걸 추천."
85,*참고. 이 학교에 들어오기 전 반수를 결심 후 들어왔고 곧 자퇴원 제출할 예정입니다. // 중국어 or 일본어에 정말 뜻 있는 친구 아니면 이 학과는 쓰지 마세요. 다른 어문학과도 마찬가지입니다. 어문학은 사람 성향을 많이 타서 실망하는 경우가 많아요. (+ 어문학과에서도 동양어문은 입결이 안 좋은 편) 커리큘럼은 음...어학원에서 1년 동안 배울 내용을 4년 동안 배운다라고 생각하시면 돼요. 교수분은 몇몇 분 빼면 괜찮다고 생각해요. 진로는 대부분 조그만 무역회사나 중소기업 많이 취업하신대요. (아웃풋 별로) 학점은 그럭저럭 잘 주시는 거 같아요. 세키네 교수님 귀여우심! 그리고 어문학과는 복수전공이 필수입니다. 사회과학대학 혹은 경상대학도 마찬가지일 거예요. 학과 잘 선택하세요!!
86,
87,
88,학교 이쁘고 장학금도 잘 주고 다 좋아요 애매한 인서울 4년제 대학이긴 하지만 아무튼 중요한건 이게 아닙니다. ..
89,건축학부 오고 싶은 여러분 잘 생각해보세요. 정말 오고싶으신가요? 건축은 공대가 아니에요 미대에 가깝습니다. 물론 물리를 배우긴 하지만 이는 학교생활의 1/10 밖에 차지하지 않아요 나머지 9는 실습입니다.. 실습이 정말 많아요. 밤샘야작은 기본이고 공강 주말할것 없이 학교 와서 설계하고 모형 만들고 ..ㅋㅋㅋ 정말 힘들어요. 시험기간 때는 다른 수업도 챙기면서 설계해야하기 때문에 진짜 잠을 못자요. 저 오늘도 아침 6시까지 학교에서 야작하다가 집에서 몇시간 자고 다시 학교가는 중입니다.. 그럼에도 난 건축이 하고싶다. 하신다면 오세요. 사실 저도 매일 입으로는 탈건축 탈건축 하지만 후회하지 않습니다. 전 고등학교 3년 내내 이곳에 오고싶었으니까요. 하지만 전공 교수님도 저한테 매일 말씀하십니다. 탈건축은 지능순이라고 ... 되도록 빨리 전과하라고.. 그저 성적 맞춰서 오는것이라면 절대 무조건 무슨 일이 있어도 추천하지 않습니다. 겨우 그정도의 바램으로 온다고 견딜 수 있는 학과가 아니에요. 부디 잘 생각해주세요. 3년 내내 오고싶어서 왔는데도 전과 고민하는 친구가 정말 많습니다.
90,
91,
92,학교 시설이 좋아요! 안에 올리브영도 있고 편의점도 많고 먹을곳도 많아요 언덕이라는게 단점이긴 해요.. 그래도 무당이 타면 괜찮아요
93,교수님들 다 좋으시긴 한데 팀플밭이에요 재미있는 내용을 배우진 않아요...
94,"가천대를 목표로 공부했지만 막상 와보니 실망했다.., 솔직히 미적분학 배우는데 노베들 너무 많고 교수님이 질문해도 생각도 안 해보고 모른다는 애들... 본인의 경우 공부도 열심히 했고 일단 중간고사는 잘본편 근데 의문이 들었다... 여기 친구들너무 취업에만 목메고 대충 대학이라고 불릴만한 대학 나와서 취업만 하려는 애들... 레포트 쓸 때 블로그 베끼는걸 당연하게 여기는 애들... 좀 현타가 왔다... 앞으로 사회에 나가서 나의 경쟁상대는 가천대를 졸업할 친구 뿐만 아니라 다른 대학졸업자들도 있을 것이다. 그런데 이런 분위기의 학교에서 학점 높아봤자 도대체 점수 라는 그 숫자말고 남는게 없을 것이라는 생각이 들었다. 나는 연구쪽에 꿈이 있었고 대학에 와서 전문적인 지식을 연마하고 싶었는데 이렇게 취업에만 목메는 애들이 우리학교에 있다는 현실이 안타까웠다 한 때 이 대학을 목표로 공부했고 결국 이 대학에 왔다. 하지만 수업을 해보고 친구들과 만나본 결과 가천대의 방향성은 연구쪽에 꿈이 있는 나와는 맞지 않는것 같다는 생각이 들었다... 그래서 일단 학점을 유지하는데 주력하고 군대를 갖다와서 중대 이상의 대학으로 편입을 준비할 예정이다. 만약 23학번 24학번이 내 글을 보게 된다면 자신의 진로에 대해 잘 생각해보고 액션을 취하길 바란다..."
95,"취업률은 공대다 보니 좋을 수 밖에 없다... 취업이 인생의 목표라면 나쁘지 않은 선택지, .."
96,이번에 다른학교로 편입하는 입장에서 가천대를 논해보자면. 솔직하게 광명상가 그이하 급에서 공대한정 괜찮은 학교는 광운대 가천대 인천대 정도라고 생각하고. 요즘 이슈가 항상되는게 가천대기 때문에 광명상가 이하에서 결정한다면 나쁘지않은 선택. 하지만 라인자체로보면 절대 좋은 학교는 아니고 이 라인 치고는 굉장히 봐줄만한 학교. 솔직히 대기업가는 기준은 학과내에서 정말 열심히한 소수인원만 가는듯. 대부분 그리고 학벌열등감 심해서 학벌얘기는 안하는게 장땡
97,아아아아아아아ㅏ아아아아아아ㅏ아아아아아앙아ㅏㅇ아아ㅏ앙
98,"지방출신이라 수도권대학 가는거 기대했는데 건물 조그만거 3개짜리 캠퍼스가 끝.. 대학가X, 학교 앞에 외국인들 많아서 밤에는 나가기에 무서울 수 있음.. 취업지원은 딱히 없고 가끔 여러분야에서 재직 중인 학교선배들과 온라인으로 만나는 시간을 가질 수 있다. 그런걸 바탕으로 취업은 알아서 준비하는듯 아웃풋은 빅5로 50프로 정도 취직한다. 2-30프로는 길 성적장학금상위 15프로 줌"
99,"취업만 보고 오면 X. 타간호도 마찬가지로 요즘같은 취업난에 취업률 90프로 이상이라 현혹해서 오게하는건... 기만인듯. 하지만~~ 간호사의 현실을 받아들이고 아픈사람에 둘러싸여도 나는 멘탈을 잡고 있을 수 있고, 이 직업 아니면 안된다!! 하면 추천한다. 커리큘럼, 교수진, 취업률(왜 높은지 다시 한번생각)은 상위클래스이다. 학과 분위기는 대부분 갠플. 선후배관계는 코시국 이후라 아예 없어진듯 학점은 본인의 노력에 달림. 쉽지도 어렵지도않다."
100,"*참고. 이 학교에 들어오기 전 반수를 결심 후 들어왔고 곧 자퇴원을 제출할 예정입니다. // 학교 시설은 예체대, 공대 건물 제외하면 대부분 나쁘지 않은 편이에요. 비전타워는 나름 좋아요. 코로나19 유행 여파로 다른 학교는 A학점 비율을 바로 60~70%로 늘리는 경우가 많았는데 가천대는 늦게까지 뻐팅기다 겨우 공지해 줬네요 ㅎㅎ (행정처리 별로..) 이과생인 경우 장학금은 나름 잘 지원해 주는 걸로 알고 있습니다. 그리고 하와이로 어학 연수를 갈 수 있는 프로그램이 있어요. 이건 잘 활용해 보세요. 복수 전공 잘 되고 전과 쉬운 편이라 들었습니다. 이 학교에 와서 반수 or 학사경고재수를 하는 하는 학생들이 많습니다. 팀플하다 튀는 친구도 봤고 수강신청하고 수업 안 듣는 친구도 봤네요. 그런데 인천대, 경기대에 비해 자퇴비율이 적은 편...ㅎㅎㅎ. 만약 1년 더 투자해서 더 높은 학교 가고 싶다면 이 학교는 등록금 비싸니까 차라리 인천대나 지저국을 잡고 반수 or 재수하는 걸 추천."
101,*참고. 이 학교에 들어오기 전 반수를 결심 후 들어왔고 곧 자퇴원 제출할 예정입니다. // 중국어 or 일본어에 정말 뜻 있는 친구 아니면 이 학과는 쓰지 마세요. 다른 어문학과도 마찬가지입니다. 어문학은 사람 성향을 많이 타서 실망하는 경우가 많아요. (+ 어문학과에서도 동양어문은 입결이 안 좋은 편) 커리큘럼은 음...어학원에서 1년 동안 배울 내용을 4년 동안 배운다라고 생각하시면 돼요. 교수분은 몇몇 분 빼면 괜찮다고 생각해요. 진로는 대부분 조그만 무역회사나 중소기업 많이 취업하신대요. (아웃풋 별로) 학점은 그럭저럭 잘 주시는 거 같아요. 세키네 교수님 귀여우심! 그리고 어문학과는 복수전공이 필수입니다. 사회과학대학 혹은 경상대학도 마찬가지일 거예요. 학과 잘 선택하세요!!
102,
103,
104,가천대역이 있어서 편하고 좋습니다. 학교도 예쁘고 괜찮아요.
105,"취업이 보장되어서 좋습니다. 그렇지만 여름, 겨울 계절학기로 바쁩니다.. 그래도 방학은 있었습니다! 또 몇몇 회사 관계자분들이 오셔서 회사 소개를 해주시기도 했고 1학년 때 인턴으로 먼저 회사에 가보는 동기들도 있습니다. 교수님들도 모두 착하시고 챙겨주시는 분위기가 강합니다. 학점도 잘 주셔요. 하지만 그래픽 기초, 프로그래밍 기초를 같이 배워서 조금 벅찬 감이 없지 않아 있었습니다. 커리큘럼 면에서는 TA가 되고 싶으신 분들에게 적극적으로 추천하는 학과입니다. 전체적으로 바쁘고 팀플도 많지만 그만큼 보람차고 지원(희망사다리 장학금 /실 컴퓨터 매우 좋음)도 많이 받음을 몸소 느끼는 학과입니다. 1학년땐 등록금이 전액 장학금이지만 2학년때는 회사50 본인50 내는것이니 참고하세욥"
106,
107,
108,학교 시설이 좋아요! 안에 올리브영도 있고 편의점도 많고 먹을곳도 많아요 언덕이라는게 단점이긴 해요.. 그래도 무당이 타면 괜찮아요
109,교수님들 다 좋으시긴 한데 팀플밭이에요 재미있는 내용을 배우진 않아요...
110,"1. 학교에 대한 평판은 공식적이고 객관적인 자료를 중심으로 찾아보시는 것이 현명한 방법입니다.(개개인의 비공식적이고 주관적인 가치 판단보다는) 2. 지하철역(가천대역)이 바로 법과대학, 비전타워랑 접해있어서 오고가기가 편리합니다."
111,"공법학과 사법학이 따로 분류되어 있지 않고 '법학과'하나로 일원화 되어 있어요. 법학과가 남아있는 다른 대학들과 마찬가지로 8학기 동안 기본 6법(민법, 형법, 헌법, 상법, 민사소송법, 형사소송법)을 중심으로 학습합니다. 주로 법원공무원이나 각종 자격시험(노무사,법무사, 공인중개사 등) 등에서 그 이점을 크게 가져갈 수 있습니다. 로스쿨도 불가능하지는 않습니다. 취업 보장형 학과가 아니니 때문에 당연하게도 취업은 본인하기에 달려있습니다. 하지만 법학을 활용한 취업을 목표로 하신다면 학교로서의 기본적인 역할은 충분히 해줄 것이니 '합격하셨다면' 진학을 추천드릴만 하다 생각합니다."
112,이번에 다른학교로 편입하는 입장에서 가천대를 논해보자면. 솔직하게 광명상가 그이하 급에서 공대한정 괜찮은 학교는 광운대 가천대 인천대 정도라고 생각하고. 요즘 이슈가 항상되는게 가천대기 때문에 광명상가 이하에서 결정한다면 나쁘지않은 선택. 하지만 라인자체로보면 절대 좋은 학교는 아니고 이 라인 치고는 굉장히 봐줄만한 학교. 솔직히 대기업가는 기준은 학과내에서 정말 열심히한 소수인원만 가는듯. 대부분 그리고 학벌열등감 심해서 학벌얘기는 안하는게 장땡
